modele,accuracy_moyenne,accuracy_ecart_type,log_loss_moyenne,log_loss_ecart_type,top_k_accuracy_moyenne,top_k_accuracy_ecart_type,n_folds
logistic_regression,0.9888888888888889,0.006585052934548121,0.1085561088979428,0.008473735304763957,0.998989898989899,0.002258654522727075,5
